year,make,model,problem
2011,Toyota,RAV4,Transmission slipping between gears
2011,Toyota,RAV4,Alternator failure
2011,Toyota,RAV4,Steering wheel vibration at highway speed
2011,Toyota,RAV4,Brake squeal when stopping
2011,Toyota,RAV4,Oil leak near valve cover
2012,Toyota,RAV4,O2 sensor code
2012,Toyota,RAV4,Coolant leak near water pump
2012,Toyota,RAV4,P0442 EVAP small leak
2012,Toyota,RAV4,EPC light on
2012,Toyota,RAV4,Power steering hard to turn
2012,Toyota,RAV4,Transmission slipping between gears
2012,Toyota,RAV4,Rough idle when cold
2012,Toyota,RAV4,Alternator failure
2013,Toyota,RAV4,O2 sensor code
2013,Toyota,RAV4,Transmission slipping between gears
2013,Toyota,RAV4,Battery drains overnight
2013,Toyota,RAV4,AC not blowing cold
2013,Toyota,RAV4,EPC light on
2013,Toyota,RAV4,Overheating in traffic
2013,Toyota,RAV4,Steering wheel vibration at highway speed
2013,Toyota,RAV4,Wheel bearing humming noise
2013,Toyota,RAV4,Won't start
2014,Toyota,RAV4,EPC light on
2014,Toyota,RAV4,Power window won't go up
2014,Toyota,RAV4,Coolant leak near water pump
2014,Toyota,RAV4,Battery drains overnight
2014,Toyota,RAV4,O2 sensor code
2014,Toyota,RAV4,Overheating in traffic
2014,Toyota,RAV4,AC not blowing cold
2014,Toyota,RAV4,Won't start
2014,Toyota,RAV4,Transmission slipping between gears
2015,Toyota,RAV4,Overheating in traffic
2015,Toyota,RAV4,Brake squeal when stopping
2015,Toyota,RAV4,Rough shifting at low speeds
2015,Toyota,RAV4,Transmission slipping between gears
2015,Toyota,RAV4,Coolant leak near water pump
2015,Toyota,RAV4,Key fob not working
2015,Toyota,RAV4,P0420 catalytic converter efficiency
2015,Toyota,RAV4,P0442 EVAP small leak
2015,Toyota,RAV4,Oil leak near valve cover
2015,Toyota,RAV4,Rough idle when cold
2016,Toyota,RAV4,EPC light on
2016,Toyota,RAV4,Power steering hard to turn
2016,Toyota,RAV4,TPMS light on
2016,Toyota,RAV4,AC not blowing cold
2016,Toyota,RAV4,Won't start
2016,Toyota,RAV4,Power window won't go up
2016,Toyota,RAV4,Battery drains overnight
2016,Toyota,RAV4,Steering wheel vibration at highway speed
2016,Toyota,RAV4,Check engine with P0300 random misfire
2016,Toyota,RAV4,Key fob not working
2017,Toyota,RAV4,P0442 EVAP small leak
2017,Toyota,RAV4,Steering wheel vibration at highway speed
2017,Toyota,RAV4,Battery drains overnight
2017,Toyota,RAV4,EPC light on
2017,Toyota,RAV4,Check engine with P0300 random misfire
2017,Toyota,RAV4,Alternator failure
2017,Toyota,RAV4,Transmission slipping between gears
2017,Toyota,RAV4,Won't start
2017,Toyota,RAV4,Rough shifting at low speeds
2017,Toyota,RAV4,Wheel bearing humming noise
2017,Toyota,RAV4,O2 sensor code
2018,Toyota,RAV4,Coolant leak near water pump
2018,Toyota,RAV4,Alternator failure
2018,Toyota,RAV4,Overheating in traffic
2018,Toyota,RAV4,ABS light on
2018,Toyota,RAV4,P0442 EVAP small leak
2018,Toyota,RAV4,Rough shifting at low speeds
2018,Toyota,RAV4,Steering wheel vibration at highway speed
2018,Toyota,RAV4,EPC light on
2018,Toyota,RAV4,Transmission slipping between gears
2018,Toyota,RAV4,Key fob not working
2018,Toyota,RAV4,Won't start
2018,Toyota,RAV4,P0420 catalytic converter efficiency
2019,Toyota,RAV4,Rough shifting at low speeds
2019,Toyota,RAV4,Wheel bearing humming noise
2019,Toyota,RAV4,Brake squeal when stopping
2019,Toyota,RAV4,P0442 EVAP small leak
2019,Toyota,RAV4,Power steering hard to turn
2019,Toyota,RAV4,ABS light on
2019,Toyota,RAV4,TPMS light on
2019,Toyota,RAV4,Oil leak near valve cover
2019,Toyota,RAV4,O2 sensor code
2010,Honda,Civic,P0420 catalytic converter efficiency
2010,Honda,Civic,Transmission slipping between gears
2010,Honda,Civic,Oil leak near valve cover
2010,Honda,Civic,P0442 EVAP small leak
2010,Honda,Civic,O2 sensor code
2010,Honda,Civic,Power steering hard to turn
2010,Honda,Civic,Check engine with P0300 random misfire
2010,Honda,Civic,Rough shifting at low speeds
2011,Honda,Civic,P0420 catalytic converter efficiency
2011,Honda,Civic,Steering wheel vibration at highway speed
2011,Honda,Civic,Overheating in traffic
2011,Honda,Civic,ABS light on
2011,Honda,Civic,AC not blowing cold
2011,Honda,Civic,Power steering hard to turn
2011,Honda,Civic,Coolant leak near water pump
2011,Honda,Civic,Wheel bearing humming noise
2011,Honda,Civic,Key fob not working
2012,Honda,Civic,TPMS light on
2012,Honda,Civic,Overheating in traffic
2012,Honda,Civic,Oil leak near valve cover
2012,Honda,Civic,P0420 catalytic converter efficiency
2012,Honda,Civic,P0442 EVAP small leak
2012,Honda,Civic,Steering wheel vibration at highway speed
2012,Honda,Civic,Squealing serpentine belt
2012,Honda,Civic,O2 sensor code
2012,Honda,Civic,Brake squeal when stopping
2012,Honda,Civic,Won't start
2013,Honda,Civic,Won't start
2013,Honda,Civic,Oil leak near valve cover
2013,Honda,Civic,Rough shifting at low speeds
2013,Honda,Civic,Power steering hard to turn
2013,Honda,Civic,EPC light on
2013,Honda,Civic,Brake squeal when stopping
2013,Honda,Civic,TPMS light on
2013,Honda,Civic,Alternator failure
2013,Honda,Civic,Battery drains overnight
2013,Honda,Civic,ABS light on
2014,Honda,Civic,Rough shifting at low speeds
2014,Honda,Civic,Battery drains overnight
2014,Honda,Civic,Brake squeal when stopping
2014,Honda,Civic,P0442 EVAP small leak
2014,Honda,Civic,Wheel bearing humming noise
2014,Honda,Civic,O2 sensor code
2014,Honda,Civic,Won't start
2014,Honda,Civic,AC not blowing cold
2014,Honda,Civic,TPMS light on
2014,Honda,Civic,ABS light on
2015,Honda,Civic,Won't start
2015,Honda,Civic,ABS light on
2015,Honda,Civic,Key fob not working
2015,Honda,Civic,TPMS light on
2015,Honda,Civic,Oil leak near valve cover
2015,Honda,Civic,Steering wheel vibration at highway speed
2015,Honda,Civic,P0442 EVAP small leak
2015,Honda,Civic,O2 sensor code
2015,Honda,Civic,Squealing serpentine belt
2015,Honda,Civic,Power steering hard to turn
2015,Honda,Civic,Transmission slipping between gears
2016,Honda,Civic,Squealing serpentine belt
2016,Honda,Civic,AC not blowing cold
2016,Honda,Civic,Overheating in traffic
2016,Honda,Civic,ABS light on
2016,Honda,Civic,Rough idle when cold
2016,Honda,Civic,Brake squeal when stopping
2016,Honda,Civic,Wheel bearing humming noise
2016,Honda,Civic,Steering wheel vibration at highway speed
2016,Honda,Civic,Rough shifting at low speeds
2016,Honda,Civic,Power steering hard to turn
2016,Honda,Civic,P0420 catalytic converter efficiency
2017,Honda,Civic,Rough shifting at low speeds
2017,Honda,Civic,Oil leak near valve cover
2017,Honda,Civic,Alternator failure
2017,Honda,Civic,P0442 EVAP small leak
2017,Honda,Civic,Squealing serpentine belt
2017,Honda,Civic,ABS light on
2017,Honda,Civic,P0420 catalytic converter efficiency
2017,Honda,Civic,Won't start
2017,Honda,Civic,Key fob not working
2017,Honda,Civic,Steering wheel vibration at highway speed
2017,Honda,Civic,Coolant leak near water pump
2018,Honda,Civic,Transmission slipping between gears
2018,Honda,Civic,Rough shifting at low speeds
2018,Honda,Civic,Squealing serpentine belt
2018,Honda,Civic,Alternator failure
2018,Honda,Civic,TPMS light on
2018,Honda,Civic,ABS light on
2018,Honda,Civic,Power steering hard to turn
2018,Honda,Civic,Check engine with P0300 random misfire
2018,Honda,Civic,Steering wheel vibration at highway speed
2018,Honda,Civic,P0442 EVAP small leak
2018,Honda,Civic,Oil leak near valve cover
2019,Honda,Civic,P0442 EVAP small leak
2019,Honda,Civic,Power window won't go up
2019,Honda,Civic,Rough shifting at low speeds
2019,Honda,Civic,Squealing serpentine belt
2019,Honda,Civic,Rough idle when cold
2019,Honda,Civic,Overheating in traffic
2019,Honda,Civic,Brake squeal when stopping
2019,Honda,Civic,Coolant leak near water pump
2019,Honda,Civic,EPC light on
2019,Honda,Civic,Oil leak near valve cover
2019,Honda,Civic,TPMS light on
2019,Honda,Civic,Check engine with P0300 random misfire
2010,Honda,Accord,Transmission slipping between gears
2010,Honda,Accord,Won't start
2010,Honda,Accord,Power steering hard to turn
2010,Honda,Accord,EPC light on
2010,Honda,Accord,TPMS light on
2010,Honda,Accord,P0420 catalytic converter efficiency
2010,Honda,Accord,Key fob not working
2010,Honda,Accord,Squealing serpentine belt
2011,Honda,Accord,Power window won't go up
2011,Honda,Accord,Won't start
2011,Honda,Accord,Brake squeal when stopping
2011,Honda,Accord,Check engine with P0300 random misfire
2011,Honda,Accord,Rough idle when cold
2011,Honda,Accord,P0420 catalytic converter efficiency
2011,Honda,Accord,Overheating in traffic
2011,Honda,Accord,EPC light on
2011,Honda,Accord,Oil leak near valve cover
2011,Honda,Accord,Coolant leak near water pump
2011,Honda,Accord,Steering wheel vibration at highway speed
2012,Honda,Accord,EPC light on
2012,Honda,Accord,Wheel bearing humming noise
2012,Honda,Accord,Key fob not working
2012,Honda,Accord,Coolant leak near water pump
2012,Honda,Accord,Power steering hard to turn
2012,Honda,Accord,O2 sensor code
2012,Honda,Accord,Brake squeal when stopping
2012,Honda,Accord,Power window won't go up
2012,Honda,Accord,AC not blowing cold
2012,Honda,Accord,Steering wheel vibration at highway speed
2013,Honda,Accord,Battery drains overnight
2013,Honda,Accord,Check engine with P0300 random misfire
2013,Honda,Accord,Wheel bearing humming noise
2013,Honda,Accord,Squealing serpentine belt
2013,Honda,Accord,ABS light on
2013,Honda,Accord,P0420 catalytic converter efficiency
2013,Honda,Accord,AC not blowing cold
2013,Honda,Accord,Overheating in traffic
2014,Honda,Accord,AC not blowing cold
2014,Honda,Accord,Power window won't go up
2014,Honda,Accord,Check engine with P0300 random misfire
2014,Honda,Accord,Overheating in traffic
2014,Honda,Accord,Power steering hard to turn
2014,Honda,Accord,Coolant leak near water pump
2014,Honda,Accord,Transmission slipping between gears
2014,Honda,Accord,Key fob not working
2015,Honda,Accord,O2 sensor code
2015,Honda,Accord,Battery drains overnight
2015,Honda,Accord,Rough idle when cold
2015,Honda,Accord,EPC light on
2015,Honda,Accord,Won't start
2015,Honda,Accord,Alternator failure
2015,Honda,Accord,Power window won't go up
2015,Honda,Accord,Overheating in traffic
2015,Honda,Accord,Wheel bearing humming noise
2015,Honda,Accord,Coolant leak near water pump
2015,Honda,Accord,ABS light on
2015,Honda,Accord,Key fob not working
2016,Honda,Accord,Squealing serpentine belt
2016,Honda,Accord,O2 sensor code
2016,Honda,Accord,Steering wheel vibration at highway speed
2016,Honda,Accord,Overheating in traffic
2016,Honda,Accord,Coolant leak near water pump
2016,Honda,Accord,Brake squeal when stopping
2016,Honda,Accord,TPMS light on
2016,Honda,Accord,EPC light on
2016,Honda,Accord,Transmission slipping between gears
2016,Honda,Accord,Battery drains overnight
2017,Honda,Accord,Power steering hard to turn
2017,Honda,Accord,Steering wheel vibration at highway speed
2017,Honda,Accord,O2 sensor code
2017,Honda,Accord,Won't start
2017,Honda,Accord,Key fob not working
2017,Honda,Accord,EPC light on
2017,Honda,Accord,Oil leak near valve cover
2017,Honda,Accord,Brake squeal when stopping
2017,Honda,Accord,Wheel bearing humming noise
2017,Honda,Accord,Overheating in traffic
2018,Honda,Accord,Alternator failure
2018,Honda,Accord,Overheating in traffic
2018,Honda,Accord,ABS light on
2018,Honda,Accord,Power window won't go up
2018,Honda,Accord,Rough idle when cold
2018,Honda,Accord,Key fob not working
2018,Honda,Accord,Power steering hard to turn
2018,Honda,Accord,O2 sensor code
2019,Honda,Accord,Oil leak near valve cover
2019,Honda,Accord,TPMS light on
2019,Honda,Accord,Check engine with P0300 random misfire
2019,Honda,Accord,Power window won't go up
2019,Honda,Accord,P0442 EVAP small leak
2019,Honda,Accord,Won't start
2019,Honda,Accord,Rough idle when cold
2019,Honda,Accord,Alternator failure
2019,Honda,Accord,Coolant leak near water pump
2019,Honda,Accord,EPC light on
2010,Honda,CR-V,TPMS light on
2010,Honda,CR-V,P0420 catalytic converter efficiency
2010,Honda,CR-V,Check engine with P0300 random misfire
2010,Honda,CR-V,ABS light on
2010,Honda,CR-V,O2 sensor code
2010,Honda,CR-V,Rough shifting at low speeds
2010,Honda,CR-V,Alternator failure
2010,Honda,CR-V,Steering wheel vibration at highway speed
2010,Honda,CR-V,Oil leak near valve cover
2010,Honda,CR-V,Won't start
2010,Honda,CR-V,Key fob not working
2010,Honda,CR-V,P0442 EVAP small leak
2011,Honda,CR-V,TPMS light on
2011,Honda,CR-V,O2 sensor code
2011,Honda,CR-V,EPC light on
2011,Honda,CR-V,Won't start
2011,Honda,CR-V,P0442 EVAP small leak
2011,Honda,CR-V,Coolant leak near water pump
2011,Honda,CR-V,Brake squeal when stopping
2011,Honda,CR-V,Steering wheel vibration at highway speed
2011,Honda,CR-V,Overheating in traffic
2011,Honda,CR-V,Rough shifting at low speeds
2012,Honda,CR-V,P0420 catalytic converter efficiency
2012,Honda,CR-V,Rough shifting at low speeds
2012,Honda,CR-V,Brake squeal when stopping
2012,Honda,CR-V,Steering wheel vibration at highway speed
2012,Honda,CR-V,Power window won't go up
2012,Honda,CR-V,Alternator failure
2012,Honda,CR-V,Transmission slipping between gears
2012,Honda,CR-V,Check engine with P0300 random misfire
2012,Honda,CR-V,O2 sensor code
2012,Honda,CR-V,Power steering hard to turn
2013,Honda,CR-V,Oil leak near valve cover
2013,Honda,CR-V,Power steering hard to turn
2013,Honda,CR-V,P0442 EVAP small leak
2013,Honda,CR-V,P0420 catalytic converter efficiency
2013,Honda,CR-V,Overheating in traffic
2013,Honda,CR-V,Squealing serpentine belt
2013,Honda,CR-V,ABS light on
2013,Honda,CR-V,Won't start
2013,Honda,CR-V,TPMS light on
2014,Honda,CR-V,Power window won't go up
2014,Honda,CR-V,Rough shifting at low speeds
2014,Honda,CR-V,O2 sensor code
2014,Honda,CR-V,Check engine with P0300 random misfire
2014,Honda,CR-V,P0442 EVAP small leak
2014,Honda,CR-V,Brake squeal when stopping
2014,Honda,CR-V,Won't start
2014,Honda,CR-V,Battery drains overnight
2014,Honda,CR-V,Coolant leak near water pump
2014,Honda,CR-V,Oil leak near valve cover
2014,Honda,CR-V,AC not blowing cold
2014,Honda,CR-V,Rough idle when cold
2015,Honda,CR-V,Rough idle when cold
2015,Honda,CR-V,Check engine with P0300 random misfire
2015,Honda,CR-V,Transmission slipping between gears
2015,Honda,CR-V,Alternator failure
2015,Honda,CR-V,EPC light on
2015,Honda,CR-V,P0420 catalytic converter efficiency
2015,Honda,CR-V,Coolant leak near water pump
2015,Honda,CR-V,Squealing serpentine belt
2015,Honda,CR-V,O2 sensor code
2015,Honda,CR-V,Key fob not working
2015,Honda,CR-V,Power window won't go up
2016,Honda,CR-V,EPC light on
2016,Honda,CR-V,Key fob not working
2016,Honda,CR-V,Overheating in traffic
2016,Honda,CR-V,Rough shifting at low speeds
2016,Honda,CR-V,P0442 EVAP small leak
2016,Honda,CR-V,Alternator failure
2016,Honda,CR-V,TPMS light on
2016,Honda,CR-V,Battery drains overnight
2017,Honda,CR-V,Key fob not working
2017,Honda,CR-V,O2 sensor code
2017,Honda,CR-V,TPMS light on
2017,Honda,CR-V,P0442 EVAP small leak
2017,Honda,CR-V,AC not blowing cold
2017,Honda,CR-V,Power steering hard to turn
2017,Honda,CR-V,Overheating in traffic
2017,Honda,CR-V,Steering wheel vibration at highway speed
2017,Honda,CR-V,Wheel bearing humming noise
2017,Honda,CR-V,Alternator failure
2017,Honda,CR-V,ABS light on
2017,Honda,CR-V,P0420 catalytic converter efficiency
2018,Honda,CR-V,Coolant leak near water pump
2018,Honda,CR-V,Check engine with P0300 random misfire
2018,Honda,CR-V,Transmission slipping between gears
2018,Honda,CR-V,P0420 catalytic converter efficiency
2018,Honda,CR-V,Rough shifting at low speeds
2018,Honda,CR-V,Won't start
2018,Honda,CR-V,TPMS light on
2018,Honda,CR-V,Wheel bearing humming noise
2018,Honda,CR-V,Key fob not working
2018,Honda,CR-V,O2 sensor code
2018,Honda,CR-V,Power window won't go up
2018,Honda,CR-V,EPC light on
2019,Honda,CR-V,Power window won't go up
2019,Honda,CR-V,ABS light on
2019,Honda,CR-V,Rough shifting at low speeds
2019,Honda,CR-V,Rough idle when cold
2019,Honda,CR-V,Oil leak near valve cover
2019,Honda,CR-V,Check engine with P0300 random misfire
2019,Honda,CR-V,P0420 catalytic converter efficiency
2019,Honda,CR-V,Steering wheel vibration at highway speed
2010,Nissan,Altima,Check engine with P0300 random misfire
2010,Nissan,Altima,Won't start
2010,Nissan,Altima,EPC light on
2010,Nissan,Altima,Oil leak near valve cover
2010,Nissan,Altima,Brake squeal when stopping
2010,Nissan,Altima,O2 sensor code
2010,Nissan,Altima,Power steering hard to turn
2010,Nissan,Altima,Rough idle when cold
2010,Nissan,Altima,AC not blowing cold
2011,Nissan,Altima,Transmission slipping between gears
2011,Nissan,Altima,Battery drains overnight
2011,Nissan,Altima,Coolant leak near water pump
2011,Nissan,Altima,TPMS light on
2011,Nissan,Altima,Check engine with P0300 random misfire
2011,Nissan,Altima,Rough idle when cold
2011,Nissan,Altima,Wheel bearing humming noise
2011,Nissan,Altima,Won't start
2011,Nissan,Altima,Squealing serpentine belt
2011,Nissan,Altima,Brake squeal when stopping
2011,Nissan,Altima,P0442 EVAP small leak
2011,Nissan,Altima,Power window won't go up
2012,Nissan,Altima,P0420 catalytic converter efficiency
2012,Nissan,Altima,TPMS light on
2012,Nissan,Altima,Steering wheel vibration at highway speed
2012,Nissan,Altima,O2 sensor code
2012,Nissan,Altima,Brake squeal when stopping
2012,Nissan,Altima,P0442 EVAP small leak
2012,Nissan,Altima,Coolant leak near water pump
2012,Nissan,Altima,AC not blowing cold
2013,Nissan,Altima,P0420 catalytic converter efficiency
2013,Nissan,Altima,Battery drains overnight
2013,Nissan,Altima,ABS light on
2013,Nissan,Altima,Power window won't go up
2013,Nissan,Altima,P0442 EVAP small leak
2013,Nissan,Altima,Check engine with P0300 random misfire
2013,Nissan,Altima,Key fob not working
2013,Nissan,Altima,Transmission slipping between gears
2013,Nissan,Altima,TPMS light on
2014,Nissan,Altima,Key fob not working
2014,Nissan,Altima,EPC light on
2014,Nissan,Altima,Won't start
2014,Nissan,Altima,Transmission slipping between gears
2014,Nissan,Altima,Power window won't go up
2014,Nissan,Altima,P0442 EVAP small leak
2014,Nissan,Altima,Power steering hard to turn
2014,Nissan,Altima,Rough idle when cold
2014,Nissan,Altima,ABS light on
2014,Nissan,Altima,Overheating in traffic
2015,Nissan,Altima,Key fob not working
2015,Nissan,Altima,EPC light on
2015,Nissan,Altima,Coolant leak near water pump
2015,Nissan,Altima,Check engine with P0300 random misfire
2015,Nissan,Altima,Won't start
2015,Nissan,Altima,Transmission slipping between gears
2015,Nissan,Altima,Overheating in traffic
2015,Nissan,Altima,Alternator failure
2015,Nissan,Altima,Power window won't go up
2015,Nissan,Altima,P0420 catalytic converter efficiency
2015,Nissan,Altima,Battery drains overnight
2016,Nissan,Altima,Won't start
2016,Nissan,Altima,EPC light on
2016,Nissan,Altima,Steering wheel vibration at highway speed
2016,Nissan,Altima,Brake squeal when stopping
2016,Nissan,Altima,Coolant leak near water pump
2016,Nissan,Altima,P0442 EVAP small leak
2016,Nissan,Altima,AC not blowing cold
2016,Nissan,Altima,Oil leak near valve cover
2016,Nissan,Altima,Battery drains overnight
2016,Nissan,Altima,Rough idle when cold
2016,Nissan,Altima,Power window won't go up
2016,Nissan,Altima,Check engine with P0300 random misfire
2017,Nissan,Altima,Key fob not working
2017,Nissan,Altima,P0442 EVAP small leak
2017,Nissan,Altima,Squealing serpentine belt
2017,Nissan,Altima,Won't start
2017,Nissan,Altima,Steering wheel vibration at highway speed
2017,Nissan,Altima,Wheel bearing humming noise
2017,Nissan,Altima,Transmission slipping between gears
2017,Nissan,Altima,Oil leak near valve cover
2017,Nissan,Altima,EPC light on
2017,Nissan,Altima,Coolant leak near water pump
2018,Nissan,Altima,Battery drains overnight
2018,Nissan,Altima,Rough idle when cold
2018,Nissan,Altima,AC not blowing cold
2018,Nissan,Altima,EPC light on
2018,Nissan,Altima,Won't start
2018,Nissan,Altima,Coolant leak near water pump
2018,Nissan,Altima,Steering wheel vibration at highway speed
2018,Nissan,Altima,O2 sensor code
2019,Nissan,Altima,O2 sensor code
2019,Nissan,Altima,Brake squeal when stopping
2019,Nissan,Altima,Battery drains overnight
2019,Nissan,Altima,Alternator failure
2019,Nissan,Altima,TPMS light on
2019,Nissan,Altima,Wheel bearing humming noise
2019,Nissan,Altima,P0420 catalytic converter efficiency
2019,Nissan,Altima,Oil leak near valve cover
2019,Nissan,Altima,AC not blowing cold
2010,Nissan,Sentra,Squealing serpentine belt
2010,Nissan,Sentra,Alternator failure
2010,Nissan,Sentra,P0442 EVAP small leak
2010,Nissan,Sentra,ABS light on
2010,Nissan,Sentra,Coolant leak near water pump
2010,Nissan,Sentra,O2 sensor code
2010,Nissan,Sentra,EPC light on
2010,Nissan,Sentra,Power window won't go up
2010,Nissan,Sentra,P0420 catalytic converter efficiency
2010,Nissan,Sentra,AC not blowing cold
2010,Nissan,Sentra,TPMS light on
2010,Nissan,Sentra,Brake squeal when stopping
2011,Nissan,Sentra,Rough idle when cold
2011,Nissan,Sentra,Won't start
2011,Nissan,Sentra,O2 sensor code
2011,Nissan,Sentra,Rough shifting at low speeds
2011,Nissan,Sentra,Alternator failure
2011,Nissan,Sentra,EPC light on
2011,Nissan,Sentra,P0442 EVAP small leak
2011,Nissan,Sentra,P0420 catalytic converter efficiency
2011,Nissan,Sentra,Check engine with P0300 random misfire
2011,Nissan,Sentra,Coolant leak near water pump
2011,Nissan,Sentra,TPMS light on
2011,Nissan,Sentra,AC not blowing cold
2012,Nissan,Sentra,Won't start
2012,Nissan,Sentra,Wheel bearing humming noise
2012,Nissan,Sentra,TPMS light on
2012,Nissan,Sentra,Check engine with P0300 random misfire
2012,Nissan,Sentra,ABS light on
2012,Nissan,Sentra,Alternator failure
2012,Nissan,Sentra,Steering wheel vibration at highway speed
2012,Nissan,Sentra,Rough idle when cold
2013,Nissan,Sentra,Rough shifting at low speeds
2013,Nissan,Sentra,Coolant leak near water pump
2013,Nissan,Sentra,Overheating in traffic
2013,Nissan,Sentra,Key fob not working
2013,Nissan,Sentra,Won't start
2013,Nissan,Sentra,Alternator failure
2013,Nissan,Sentra,ABS light on
2013,Nissan,Sentra,Steering wheel vibration at highway speed
2014,Nissan,Sentra,TPMS light on
2014,Nissan,Sentra,Battery drains overnight
2014,Nissan,Sentra,P0420 catalytic converter efficiency
2014,Nissan,Sentra,Alternator failure
2014,Nissan,Sentra,ABS light on
2014,Nissan,Sentra,Steering wheel vibration at highway speed
2014,Nissan,Sentra,Overheating in traffic
2014,Nissan,Sentra,Power steering hard to turn
2014,Nissan,Sentra,Rough shifting at low speeds
2014,Nissan,Sentra,O2 sensor code
2014,Nissan,Sentra,Won't start
2014,Nissan,Sentra,Check engine with P0300 random misfire
2015,Nissan,Sentra,Check engine with P0300 random misfire
2015,Nissan,Sentra,P0442 EVAP small leak
2015,Nissan,Sentra,Oil leak near valve cover
2015,Nissan,Sentra,ABS light on
2015,Nissan,Sentra,Brake squeal when stopping
2015,Nissan,Sentra,O2 sensor code
2015,Nissan,Sentra,Squealing serpentine belt
2015,Nissan,Sentra,Key fob not working
2015,Nissan,Sentra,Battery drains overnight
2015,Nissan,Sentra,P0420 catalytic converter efficiency
2015,Nissan,Sentra,AC not blowing cold
2015,Nissan,Sentra,Wheel bearing humming noise
2016,Nissan,Sentra,P0442 EVAP small leak
2016,Nissan,Sentra,AC not blowing cold
2016,Nissan,Sentra,O2 sensor code
2016,Nissan,Sentra,Coolant leak near water pump
2016,Nissan,Sentra,Oil leak near valve cover
2016,Nissan,Sentra,Wheel bearing humming noise
2016,Nissan,Sentra,Squealing serpentine belt
2016,Nissan,Sentra,Steering wheel vibration at highway speed
2016,Nissan,Sentra,Brake squeal when stopping
2016,Nissan,Sentra,Check engine with P0300 random misfire
2016,Nissan,Sentra,EPC light on
2016,Nissan,Sentra,Power steering hard to turn
2017,Nissan,Sentra,Won't start
2017,Nissan,Sentra,Rough idle when cold
2017,Nissan,Sentra,O2 sensor code
2017,Nissan,Sentra,Oil leak near valve cover
2017,Nissan,Sentra,Power window won't go up
2017,Nissan,Sentra,Check engine with P0300 random misfire
2017,Nissan,Sentra,Wheel bearing humming noise
2017,Nissan,Sentra,Rough shifting at low speeds
2017,Nissan,Sentra,AC not blowing cold
2018,Nissan,Sentra,Wheel bearing humming noise
2018,Nissan,Sentra,Won't start
2018,Nissan,Sentra,Brake squeal when stopping
2018,Nissan,Sentra,Overheating in traffic
2018,Nissan,Sentra,Coolant leak near water pump
2018,Nissan,Sentra,O2 sensor code
2018,Nissan,Sentra,Oil leak near valve cover
2018,Nissan,Sentra,P0420 catalytic converter efficiency
2018,Nissan,Sentra,Power window won't go up
2018,Nissan,Sentra,Transmission slipping between gears
2018,Nissan,Sentra,Key fob not working
2019,Nissan,Sentra,Oil leak near valve cover
2019,Nissan,Sentra,Check engine with P0300 random misfire
2019,Nissan,Sentra,Transmission slipping between gears
2019,Nissan,Sentra,P0420 catalytic converter efficiency
2019,Nissan,Sentra,Overheating in traffic
2019,Nissan,Sentra,Coolant leak near water pump
2019,Nissan,Sentra,Brake squeal when stopping
2019,Nissan,Sentra,Rough idle when cold
2019,Nissan,Sentra,Rough shifting at low speeds
2011,Nissan,Rogue,AC not blowing cold
2011,Nissan,Rogue,Steering wheel vibration at highway speed
2011,Nissan,Rogue,Rough shifting at low speeds
2011,Nissan,Rogue,Transmission slipping between gears
2011,Nissan,Rogue,Rough idle when cold
2011,Nissan,Rogue,Check engine with P0300 random misfire
2011,Nissan,Rogue,Overheating in traffic
2011,Nissan,Rogue,P0420 catalytic converter efficiency
2011,Nissan,Rogue,Battery drains overnight
2011,Nissan,Rogue,Wheel bearing humming noise
2011,Nissan,Rogue,Coolant leak near water pump
2011,Nissan,Rogue,Alternator failure
2012,Nissan,Rogue,Rough shifting at low speeds
2012,Nissan,Rogue,Rough idle when cold
2012,Nissan,Rogue,Coolant leak near water pump
2012,Nissan,Rogue,Key fob not working
2012,Nissan,Rogue,Squealing serpentine belt
2012,Nissan,Rogue,Check engine with P0300 random misfire
2012,Nissan,Rogue,Won't start
2012,Nissan,Rogue,P0420 catalytic converter efficiency
2012,Nissan,Rogue,EPC light on
2013,Nissan,Rogue,Power window won't go up
2013,Nissan,Rogue,Alternator failure
2013,Nissan,Rogue,Check engine with P0300 random misfire
2013,Nissan,Rogue,P0420 catalytic converter efficiency
2013,Nissan,Rogue,Oil leak near valve cover
2013,Nissan,Rogue,Coolant leak near water pump
2013,Nissan,Rogue,Won't start
2013,Nissan,Rogue,Squealing serpentine belt
2013,Nissan,Rogue,Rough idle when cold
2013,Nissan,Rogue,Key fob not working
2013,Nissan,Rogue,Wheel bearing humming noise
2013,Nissan,Rogue,O2 sensor code
2014,Nissan,Rogue,Check engine with P0300 random misfire
2014,Nissan,Rogue,P0420 catalytic converter efficiency
2014,Nissan,Rogue,Alternator failure
2014,Nissan,Rogue,Squealing serpentine belt
2014,Nissan,Rogue,Power steering hard to turn
2014,Nissan,Rogue,Battery drains overnight
2014,Nissan,Rogue,ABS light on
2014,Nissan,Rogue,Transmission slipping between gears
2015,Nissan,Rogue,Battery drains overnight
2015,Nissan,Rogue,Transmission slipping between gears
2015,Nissan,Rogue,Won't start
2015,Nissan,Rogue,Check engine with P0300 random misfire
2015,Nissan,Rogue,AC not blowing cold
2015,Nissan,Rogue,Wheel bearing humming noise
2015,Nissan,Rogue,EPC light on
2015,Nissan,Rogue,Overheating in traffic
2015,Nissan,Rogue,P0442 EVAP small leak
2016,Nissan,Rogue,Squealing serpentine belt
