year,make,model,problem
2014,Nissan,Altima,P0442 EVAP small leak
2014,Nissan,Altima,P0420 catalytic converter efficiency
2014,Nissan,Altima,Won't start
2014,Nissan,Altima,Power window won't go up
2015,Nissan,Altima,Won't start
2015,Nissan,Altima,Transmission slipping between gears
2015,Nissan,Altima,AC not blowing cold
2015,Nissan,Altima,Wheel bearing humming noise
2015,Nissan,Altima,ABS light on
2015,Nissan,Altima,TPMS light on
2015,Nissan,Altima,Oil leak near valve cover
2016,Nissan,Altima,Overheating in traffic
2016,Nissan,Altima,P0442 EVAP small leak
2016,Nissan,Altima,ABS light on
2016,Nissan,Altima,TPMS light on
2016,Nissan,Altima,Won't start
2016,Nissan,Altima,Battery drains overnight
2016,Nissan,Altima,Rough idle when cold
2017,Nissan,Altima,TPMS light on
2017,Nissan,Altima,Wheel bearing humming noise
2017,Nissan,Altima,Power window won't go up
2017,Nissan,Altima,Oil leak near valve cover
2017,Nissan,Altima,Rough idle when cold
2017,Nissan,Altima,Steering wheel vibration at highway speed
2017,Nissan,Altima,Battery drains overnight
2018,Nissan,Altima,Power window won't go up
2018,Nissan,Altima,ABS light on
2018,Nissan,Altima,Won't start
2018,Nissan,Altima,Brake squeal when stopping
2018,Nissan,Altima,Wheel bearing humming noise
2018,Nissan,Altima,Steering wheel vibration at highway speed
2018,Nissan,Altima,Battery drains overnight
2019,Nissan,Altima,Oil leak near valve cover
2019,Nissan,Altima,Wheel bearing humming noise
2019,Nissan,Altima,Won't start
2019,Nissan,Altima,Alternator failure
2019,Nissan,Altima,Brake squeal when stopping
2019,Nissan,Altima,Steering wheel vibration at highway speed
2019,Nissan,Altima,Transmission slipping between gears
2010,Nissan,Rogue,AC not blowing cold
2010,Nissan,Rogue,Brake squeal when stopping
2010,Nissan,Rogue,Overheating in traffic
2010,Nissan,Rogue,ABS light on
2010,Nissan,Rogue,Alternator failure
2010,Nissan,Rogue,P0420 catalytic converter efficiency
2010,Nissan,Rogue,Oil leak near valve cover
2011,Nissan,Rogue,Battery drains overnight
2011,Nissan,Rogue,Won't start
2011,Nissan,Rogue,Power window won't go up
2011,Nissan,Rogue,P0442 EVAP small leak
2011,Nissan,Rogue,ABS light on
2011,Nissan,Rogue,P0420 catalytic converter efficiency
2011,Nissan,Rogue,Wheel bearing humming noise
2012,Nissan,Rogue,Transmission slipping between gears
2012,Nissan,Rogue,Overheating in traffic
2012,Nissan,Rogue,Alternator failure
2012,Nissan,Rogue,Oil leak near valve cover
2012,Nissan,Rogue,TPMS light on
2012,Nissan,Rogue,Battery drains overnight
2012,Nissan,Rogue,ABS light on
2013,Nissan,Rogue,Alternator failure
2013,Nissan,Rogue,Brake squeal when stopping
2013,Nissan,Rogue,Overheating in traffic
2013,Nissan,Rogue,TPMS light on
2013,Nissan,Rogue,Transmission slipping between gears
2013,Nissan,Rogue,P0442 EVAP small leak
2013,Nissan,Rogue,Rough idle when cold
2014,Nissan,Rogue,Transmission slipping between gears
2014,Nissan,Rogue,AC not blowing cold
2014,Nissan,Rogue,Won't start
2014,Nissan,Rogue,Oil leak near valve cover
2014,Nissan,Rogue,Overheating in traffic
2014,Nissan,Rogue,Steering wheel vibration at highway speed
2014,Nissan,Rogue,Battery drains overnight
2015,Nissan,Rogue,Rough idle when cold
2015,Nissan,Rogue,Battery drains overnight
2015,Nissan,Rogue,Brake squeal when stopping
2015,Nissan,Rogue,Alternator failure
2015,Nissan,Rogue,TPMS light on
2015,Nissan,Rogue,P0442 EVAP small leak
2015,Nissan,Rogue,Power window won't go up
2016,Nissan,Rogue,Wheel bearing humming noise
2016,Nissan,Rogue,Battery drains overnight
2016,Nissan,Rogue,TPMS light on
2016,Nissan,Rogue,Transmission slipping between gears
2016,Nissan,Rogue,Brake squeal when stopping
2016,Nissan,Rogue,Overheating in traffic
2016,Nissan,Rogue,Won't start
2017,Nissan,Rogue,ABS light on
2017,Nissan,Rogue,P0420 catalytic converter efficiency
2017,Nissan,Rogue,Rough idle when cold
2017,Nissan,Rogue,Battery drains overnight
2017,Nissan,Rogue,TPMS light on
2017,Nissan,Rogue,Oil leak near valve cover
2017,Nissan,Rogue,Brake squeal when stopping
2018,Nissan,Rogue,TPMS light on
2018,Nissan,Rogue,Alternator failure
2018,Nissan,Rogue,Oil leak near valve cover
2018,Nissan,Rogue,Rough idle when cold
2018,Nissan,Rogue,Won't start
2018,Nissan,Rogue,ABS light on
2018,Nissan,Rogue,Power window won't go up
2019,Nissan,Rogue,Won't start
2019,Nissan,Rogue,AC not blowing cold
2019,Nissan,Rogue,P0442 EVAP small leak
2019,Nissan,Rogue,ABS light on
2019,Nissan,Rogue,Wheel bearing humming noise
2019,Nissan,Rogue,TPMS light on
2019,Nissan,Rogue,Steering wheel vibration at highway speed
2010,Chevrolet,Silverado 1500,Brake squeal when stopping
2010,Chevrolet,Silverado 1500,Rough idle when cold
2010,Chevrolet,Silverado 1500,ABS light on
2010,Chevrolet,Silverado 1500,P0442 EVAP small leak
2010,Chevrolet,Silverado 1500,AC not blowing cold
2010,Chevrolet,Silverado 1500,Wheel bearing humming noise
2010,Chevrolet,Silverado 1500,P0420 catalytic converter efficiency
2011,Chevrolet,Silverado 1500,P0420 catalytic converter efficiency
2011,Chevrolet,Silverado 1500,P0442 EVAP small leak
2011,Chevrolet,Silverado 1500,Brake squeal when stopping
2011,Chevrolet,Silverado 1500,Transmission slipping between gears
2011,Chevrolet,Silverado 1500,Overheating in traffic
2011,Chevrolet,Silverado 1500,Battery drains overnight
2011,Chevrolet,Silverado 1500,Alternator failure
2012,Chevrolet,Silverado 1500,Rough idle when cold
2012,Chevrolet,Silverado 1500,Oil leak near valve cover
2012,Chevrolet,Silverado 1500,Battery drains overnight
2012,Chevrolet,Silverado 1500,Won't start
2012,Chevrolet,Silverado 1500,Power window won't go up
2012,Chevrolet,Silverado 1500,ABS light on
2012,Chevrolet,Silverado 1500,TPMS light on
2013,Chevrolet,Silverado 1500,Rough idle when cold
2013,Chevrolet,Silverado 1500,P0420 catalytic converter efficiency
2013,Chevrolet,Silverado 1500,Alternator failure
2013,Chevrolet,Silverado 1500,Oil leak near valve cover
2013,Chevrolet,Silverado 1500,Won't start
2013,Chevrolet,Silverado 1500,P0442 EVAP small leak
2013,Chevrolet,Silverado 1500,Power window won't go up
2014,Chevrolet,Silverado 1500,Wheel bearing humming noise
2014,Chevrolet,Silverado 1500,ABS light on
2014,Chevrolet,Silverado 1500,Battery drains overnight
2014,Chevrolet,Silverado 1500,Overheating in traffic
2014,Chevrolet,Silverado 1500,Transmission slipping between gears
2014,Chevrolet,Silverado 1500,AC not blowing cold
2014,Chevrolet,Silverado 1500,Oil leak near valve cover
2015,Chevrolet,Silverado 1500,TPMS light on
2015,Chevrolet,Silverado 1500,P0442 EVAP small leak
2015,Chevrolet,Silverado 1500,Steering wheel vibration at highway speed
2015,Chevrolet,Silverado 1500,Won't start
2015,Chevrolet,Silverado 1500,Overheating in traffic
2015,Chevrolet,Silverado 1500,P0420 catalytic converter efficiency
2015,Chevrolet,Silverado 1500,Power window won't go up
2016,Chevrolet,Silverado 1500,Overheating in traffic
2016,Chevrolet,Silverado 1500,AC not blowing cold
2016,Chevrolet,Silverado 1500,Brake squeal when stopping
2016,Chevrolet,Silverado 1500,Wheel bearing humming noise
2016,Chevrolet,Silverado 1500,ABS light on
2016,Chevrolet,Silverado 1500,Transmission slipping between gears
2016,Chevrolet,Silverado 1500,Rough idle when cold
2017,Chevrolet,Silverado 1500,Oil leak near valve cover
2017,Chevrolet,Silverado 1500,TPMS light on
2017,Chevrolet,Silverado 1500,P0420 catalytic converter efficiency
2017,Chevrolet,Silverado 1500,Battery drains overnight
2017,Chevrolet,Silverado 1500,Transmission slipping between gears
2017,Chevrolet,Silverado 1500,Overheating in traffic
2017,Chevrolet,Silverado 1500,AC not blowing cold
2018,Chevrolet,Silverado 1500,Wheel bearing humming noise
2018,Chevrolet,Silverado 1500,Transmission slipping between gears
2018,Chevrolet,Silverado 1500,Overheating in traffic
2018,Chevrolet,Silverado 1500,P0442 EVAP small leak
2018,Chevrolet,Silverado 1500,Brake squeal when stopping
2018,Chevrolet,Silverado 1500,Won't start
2018,Chevrolet,Silverado 1500,TPMS light on
2019,Chevrolet,Silverado 1500,P0442 EVAP small leak
2019,Chevrolet,Silverado 1500,Rough idle when cold
2019,Chevrolet,Silverado 1500,Steering wheel vibration at highway speed
2019,Chevrolet,Silverado 1500,Won't start
2019,Chevrolet,Silverado 1500,Power window won't go up
2019,Chevrolet,Silverado 1500,TPMS light on
2019,Chevrolet,Silverado 1500,Transmission slipping between gears
2010,Chevrolet,Malibu,Alternator failure
2010,Chevrolet,Malibu,Overheating in traffic
2010,Chevrolet,Malibu,AC not blowing cold
2010,Chevrolet,Malibu,Won't start
2010,Chevrolet,Malibu,Rough idle when cold
2010,Chevrolet,Malibu,Battery drains overnight
2010,Chevrolet,Malibu,TPMS light on
2011,Chevrolet,Malibu,Oil leak near valve cover
2011,Chevrolet,Malibu,Alternator failure
2011,Chevrolet,Malibu,ABS light on
2011,Chevrolet,Malibu,TPMS light on
2011,Chevrolet,Malibu,Brake squeal when stopping
2011,Chevrolet,Malibu,Power window won't go up
2011,Chevrolet,Malibu,P0442 EVAP small leak
2012,Chevrolet,Malibu,Rough idle when cold
2012,Chevrolet,Malibu,Power window won't go up
2012,Chevrolet,Malibu,Steering wheel vibration at highway speed
2012,Chevrolet,Malibu,Won't start
2012,Chevrolet,Malibu,Wheel bearing humming noise
2012,Chevrolet,Malibu,Oil leak near valve cover
2012,Chevrolet,Malibu,ABS light on
2013,Chevrolet,Malibu,Wheel bearing humming noise
2013,Chevrolet,Malibu,Steering wheel vibration at highway speed
2013,Chevrolet,Malibu,AC not blowing cold
2013,Chevrolet,Malibu,TPMS light on
2013,Chevrolet,Malibu,Oil leak near valve cover
2013,Chevrolet,Malibu,P0420 catalytic converter efficiency
2013,Chevrolet,Malibu,Won't start
2014,Chevrolet,Malibu,Wheel bearing humming noise
2014,Chevrolet,Malibu,ABS light on
2014,Chevrolet,Malibu,Battery drains overnight
2014,Chevrolet,Malibu,Won't start
2014,Chevrolet,Malibu,P0442 EVAP small leak
2014,Chevrolet,Malibu,Power window won't go up
2014,Chevrolet,Malibu,Rough idle when cold
2015,Chevrolet,Malibu,Overheating in traffic
2015,Chevrolet,Malibu,Transmission slipping between gears
2015,Chevrolet,Malibu,Battery drains overnight
2015,Chevrolet,Malibu,Alternator failure
2015,Chevrolet,Malibu,Steering wheel vibration at highway speed
2015,Chevrolet,Malibu,TPMS light on
2015,Chevrolet,Malibu,Won't start
2016,Chevrolet,Malibu,Wheel bearing humming noise
2016,Chevrolet,Malibu,Battery drains overnight
2016,Chevrolet,Malibu,Overheating in traffic
2016,Chevrolet,Malibu,Oil leak near valve cover
2016,Chevrolet,Malibu,Power window won't go up
2016,Chevrolet,Malibu,P0420 catalytic converter efficiency
2016,Chevrolet,Malibu,ABS light on
2017,Chevrolet,Malibu,ABS light on
2017,Chevrolet,Malibu,Battery drains overnight
2017,Chevrolet,Malibu,P0420 catalytic converter efficiency
2017,Chevrolet,Malibu,Transmission slipping between gears
2017,Chevrolet,Malibu,Rough idle when cold
2017,Chevrolet,Malibu,Overheating in traffic
2017,Chevrolet,Malibu,Oil leak near valve cover
2018,Chevrolet,Malibu,Transmission slipping between gears
2018,Chevrolet,Malibu,Alternator failure
2018,Chevrolet,Malibu,Steering wheel vibration at highway speed
2018,Chevrolet,Malibu,Battery drains overnight
2018,Chevrolet,Malibu,Brake squeal when stopping
2018,Chevrolet,Malibu,Wheel bearing humming noise
2018,Chevrolet,Malibu,ABS light on
2019,Chevrolet,Malibu,AC not blowing cold
2019,Chevrolet,Malibu,Alternator failure
2019,Chevrolet,Malibu,P0442 EVAP small leak
2019,Chevrolet,Malibu,Overheating in traffic
2019,Chevrolet,Malibu,Wheel bearing humming noise
2019,Chevrolet,Malibu,TPMS light on
2019,Chevrolet,Malibu,Won't start
2010,Chevrolet,Equinox,P0442 EVAP small leak
2010,Chevrolet,Equinox,Overheating in traffic
2010,Chevrolet,Equinox,ABS light on
2010,Chevrolet,Equinox,Won't start
2010,Chevrolet,Equinox,TPMS light on
2010,Chevrolet,Equinox,Battery drains overnight
2010,Chevrolet,Equinox,Oil leak near valve cover
2011,Chevrolet,Equinox,TPMS light on
2011,Chevrolet,Equinox,Overheating in traffic
2011,Chevrolet,Equinox,AC not blowing cold
2011,Chevrolet,Equinox,Wheel bearing humming noise
2011,Chevrolet,Equinox,Brake squeal when stopping
2011,Chevrolet,Equinox,ABS light on
2011,Chevrolet,Equinox,P0420 catalytic converter efficiency
2012,Chevrolet,Equinox,Oil leak near valve cover
2012,Chevrolet,Equinox,TPMS light on
2012,Chevrolet,Equinox,Rough idle when cold
2012,Chevrolet,Equinox,P0420 catalytic converter efficiency
2012,Chevrolet,Equinox,Won't start
2012,Chevrolet,Equinox,Battery drains overnight
2012,Chevrolet,Equinox,AC not blowing cold
2013,Chevrolet,Equinox,P0442 EVAP small leak
2013,Chevrolet,Equinox,Brake squeal when stopping
2013,Chevrolet,Equinox,ABS light on
2013,Chevrolet,Equinox,AC not blowing cold
2013,Chevrolet,Equinox,TPMS light on
2013,Chevrolet,Equinox,Rough idle when cold
2013,Chevrolet,Equinox,Alternator failure
2014,Chevrolet,Equinox,Steering wheel vibration at highway speed
2014,Chevrolet,Equinox,P0420 catalytic converter efficiency
2014,Chevrolet,Equinox,Won't start
2014,Chevrolet,Equinox,Alternator failure
2014,Chevrolet,Equinox,Overheating in traffic
2014,Chevrolet,Equinox,ABS light on
2014,Chevrolet,Equinox,Wheel bearing humming noise
2015,Chevrolet,Equinox,Wheel bearing humming noise
2015,Chevrolet,Equinox,Overheating in traffic
2015,Chevrolet,Equinox,Rough idle when cold
2015,Chevrolet,Equinox,P0442 EVAP small leak
2015,Chevrolet,Equinox,Transmission slipping between gears
2015,Chevrolet,Equinox,Brake squeal when stopping
2015,Chevrolet,Equinox,Won't start
2016,Chevrolet,Equinox,Won't start
2016,Chevrolet,Equinox,Oil leak near valve cover
2016,Chevrolet,Equinox,Overheating in traffic
2016,Chevrolet,Equinox,TPMS light on
2016,Chevrolet,Equinox,Rough idle when cold
2016,Chevrolet,Equinox,Brake squeal when stopping
2016,Chevrolet,Equinox,P0442 EVAP small leak
2017,Chevrolet,Equinox,Rough idle when cold
2017,Chevrolet,Equinox,Power window won't go up
2017,Chevrolet,Equinox,Wheel bearing humming noise
2017,Chevrolet,Equinox,Brake squeal when stopping
2017,Chevrolet,Equinox,P0442 EVAP small leak
2017,Chevrolet,Equinox,Won't start
2017,Chevrolet,Equinox,Alternator failure
2018,Chevrolet,Equinox,P0442 EVAP small leak
2018,Chevrolet,Equinox,ABS light on
2018,Chevrolet,Equinox,Battery drains overnight
2018,Chevrolet,Equinox,Wheel bearing humming noise
2018,Chevrolet,Equinox,Rough idle when cold
2018,Chevrolet,Equinox,P0420 catalytic converter efficiency
2018,Chevrolet,Equinox,Alternator failure
2019,Chevrolet,Equinox,Battery drains overnight
2019,Chevrolet,Equinox,Transmission slipping between gears
2019,Chevrolet,Equinox,AC not blowing cold
2019,Chevrolet,Equinox,Power window won't go up
2019,Chevrolet,Equinox,TPMS light on
2019,Chevrolet,Equinox,Alternator failure
2019,Chevrolet,Equinox,Wheel bearing humming noise
2010,Jeep,Grand Cherokee,Battery drains overnight
2010,Jeep,Grand Cherokee,Alternator failure
2010,Jeep,Grand Cherokee,Power window won't go up
2010,Jeep,Grand Cherokee,Won't start
2010,Jeep,Grand Cherokee,P0442 EVAP small leak
2010,Jeep,Grand Cherokee,Overheating in traffic
2010,Jeep,Grand Cherokee,ABS light on
2011,Jeep,Grand Cherokee,Battery drains overnight
2011,Jeep,Grand Cherokee,Overheating in traffic
2011,Jeep,Grand Cherokee,P0420 catalytic converter efficiency
2011,Jeep,Grand Cherokee,Steering wheel vibration at highway speed
2011,Jeep,Grand Cherokee,TPMS light on
2011,Jeep,Grand Cherokee,Oil leak near valve cover
2011,Jeep,Grand Cherokee,Won't start
2012,Jeep,Grand Cherokee,ABS light on
2012,Jeep,Grand Cherokee,Brake squeal when stopping
2012,Jeep,Grand Cherokee,AC not blowing cold
2012,Jeep,Grand Cherokee,Power window won't go up
2012,Jeep,Grand Cherokee,Steering wheel vibration at highway speed
2012,Jeep,Grand Cherokee,Oil leak near valve cover
2012,Jeep,Grand Cherokee,Transmission slipping between gears
2013,Jeep,Grand Cherokee,Brake squeal when stopping
2013,Jeep,Grand Cherokee,P0442 EVAP small leak
2013,Jeep,Grand Cherokee,Rough idle when cold
2013,Jeep,Grand Cherokee,Transmission slipping between gears
2013,Jeep,Grand Cherokee,Alternator failure
2013,Jeep,Grand Cherokee,TPMS light on
2013,Jeep,Grand Cherokee,Wheel bearing humming noise
2014,Jeep,Grand Cherokee,AC not blowing cold
2014,Jeep,Grand Cherokee,Overheating in traffic
2014,Jeep,Grand Cherokee,Brake squeal when stopping
2014,Jeep,Grand Cherokee,Steering wheel vibration at highway speed
2014,Jeep,Grand Cherokee,P0442 EVAP small leak
2014,Jeep,Grand Cherokee,Alternator failure
2014,Jeep,Grand Cherokee,Oil leak near valve cover
2015,Jeep,Grand Cherokee,AC not blowing cold
2015,Jeep,Grand Cherokee,Rough idle when cold
2015,Jeep,Grand Cherokee,Battery drains overnight
2015,Jeep,Grand Cherokee,Steering wheel vibration at highway speed
2015,Jeep,Grand Cherokee,P0420 catalytic converter efficiency
2015,Jeep,Grand Cherokee,Alternator failure
2015,Jeep,Grand Cherokee,TPMS light on
2016,Jeep,Grand Cherokee,Power window won't go up
2016,Jeep,Grand Cherokee,Battery drains overnight
2016,Jeep,Grand Cherokee,Alternator failure
2016,Jeep,Grand Cherokee,AC not blowing cold
2016,Jeep,Grand Cherokee,Transmission slipping between gears
2016,Jeep,Grand Cherokee,ABS light on
2016,Jeep,Grand Cherokee,Wheel bearing humming noise
2017,Jeep,Grand Cherokee,P0420 catalytic converter efficiency
2017,Jeep,Grand Cherokee,Won't start
2017,Jeep,Grand Cherokee,ABS light on
2017,Jeep,Grand Cherokee,Oil leak near valve cover
2017,Jeep,Grand Cherokee,P0442 EVAP small leak
2017,Jeep,Grand Cherokee,Wheel bearing humming noise
2017,Jeep,Grand Cherokee,Steering wheel vibration at highway speed
2018,Jeep,Grand Cherokee,P0420 catalytic converter efficiency
2018,Jeep,Grand Cherokee,Overheating in traffic
2018,Jeep,Grand Cherokee,Transmission slipping between gears
2018,Jeep,Grand Cherokee,ABS light on
2018,Jeep,Grand Cherokee,Brake squeal when stopping
2018,Jeep,Grand Cherokee,Steering wheel vibration at highway speed
2018,Jeep,Grand Cherokee,Battery drains overnight
2019,Jeep,Grand Cherokee,Brake squeal when stopping
2019,Jeep,Grand Cherokee,Power window won't go up
2019,Jeep,Grand Cherokee,Steering wheel vibration at highway speed
2019,Jeep,Grand Cherokee,Battery drains overnight
2019,Jeep,Grand Cherokee,Overheating in traffic
2019,Jeep,Grand Cherokee,TPMS light on
2019,Jeep,Grand Cherokee,P0420 catalytic converter efficiency
2010,Jeep,Wrangler,Brake squeal when stopping
2010,Jeep,Wrangler,AC not blowing cold
2010,Jeep,Wrangler,TPMS light on
2010,Jeep,Wrangler,Alternator failure
2010,Jeep,Wrangler,Won't start
2010,Jeep,Wrangler,Wheel bearing humming noise
2010,Jeep,Wrangler,Rough idle when cold
2011,Jeep,Wrangler,Brake squeal when stopping
2011,Jeep,Wrangler,AC not blowing cold
2011,Jeep,Wrangler,Alternator failure
2011,Jeep,Wrangler,Rough idle when cold
2011,Jeep,Wrangler,TPMS light on
2011,Jeep,Wrangler,Won't start
2011,Jeep,Wrangler,Transmission slipping between gears
2012,Jeep,Wrangler,Alternator failure
2012,Jeep,Wrangler,Rough idle when cold
2012,Jeep,Wrangler,Overheating in traffic
2012,Jeep,Wrangler,P0420 catalytic converter efficiency
2012,Jeep,Wrangler,Steering wheel vibration at highway speed
2012,Jeep,Wrangler,ABS light on
2012,Jeep,Wrangler,P0442 EVAP small leak
2013,Jeep,Wrangler,Overheating in traffic
2013,Jeep,Wrangler,TPMS light on
2013,Jeep,Wrangler,Power window won't go up
2013,Jeep,Wrangler,Brake squeal when stopping
2013,Jeep,Wrangler,Won't start
2013,Jeep,Wrangler,Oil leak near valve cover
2013,Jeep,Wrangler,P0420 catalytic converter efficiency
2014,Jeep,Wrangler,P0442 EVAP small leak
2014,Jeep,Wrangler,Overheating in traffic
2014,Jeep,Wrangler,Rough idle when cold
2014,Jeep,Wrangler,Power window won't go up
2014,Jeep,Wrangler,TPMS light on
2014,Jeep,Wrangler,Oil leak near valve cover
2014,Jeep,Wrangler,Battery drains overnight
2015,Jeep,Wrangler,P0420 catalytic converter efficiency
2015,Jeep,Wrangler,Alternator failure
2015,Jeep,Wrangler,Oil leak near valve cover
2015,Jeep,Wrangler,Wheel bearing humming noise
2015,Jeep,Wrangler,ABS light on
2015,Jeep,Wrangler,Steering wheel vibration at highway speed
2015,Jeep,Wrangler,Brake squeal when stopping
2016,Jeep,Wrangler,Power window won't go up
2016,Jeep,Wrangler,Won't start
2016,Jeep,Wrangler,Battery drains overnight
2016,Jeep,Wrangler,Rough idle when cold
2016,Jeep,Wrangler,ABS light on
2016,Jeep,Wrangler,Brake squeal when stopping
2016,Jeep,Wrangler,Transmission slipping between gears
2017,Jeep,Wrangler,Wheel bearing humming noise
2017,Jeep,Wrangler,Power window won't go up
2017,Jeep,Wrangler,Brake squeal when stopping
2017,Jeep,Wrangler,Overheating in traffic
2017,Jeep,Wrangler,Won't start
2017,Jeep,Wrangler,ABS light on
2017,Jeep,Wrangler,Steering wheel vibration at highway speed
2018,Jeep,Wrangler,P0420 catalytic converter efficiency
2018,Jeep,Wrangler,Rough idle when cold
2018,Jeep,Wrangler,Overheating in traffic
2018,Jeep,Wrangler,Battery drains overnight
2018,Jeep,Wrangler,Transmission slipping between gears
2018,Jeep,Wrangler,TPMS light on
2018,Jeep,Wrangler,Brake squeal when stopping
2019,Jeep,Wrangler,Won't start
2019,Jeep,Wrangler,Power window won't go up
2019,Jeep,Wrangler,Wheel bearing humming noise
2019,Jeep,Wrangler,P0420 catalytic converter efficiency
2019,Jeep,Wrangler,ABS light on
2019,Jeep,Wrangler,TPMS light on
2019,Jeep,Wrangler,Rough idle when cold
2010,Hyundai,Elantra,Transmission slipping between gears
2010,Hyundai,Elantra,Overheating in traffic
2010,Hyundai,Elantra,Battery drains overnight
2010,Hyundai,Elantra,Oil leak near valve cover
2010,Hyundai,Elantra,TPMS light on
2010,Hyundai,Elantra,Won't start
2010,Hyundai,Elantra,Brake squeal when stopping
2011,Hyundai,Elantra,Battery drains overnight
2011,Hyundai,Elantra,Overheating in traffic
2011,Hyundai,Elantra,Brake squeal when stopping
2011,Hyundai,Elantra,Alternator failure
2011,Hyundai,Elantra,Steering wheel vibration at highway speed
2011,Hyundai,Elantra,Power window won't go up
2011,Hyundai,Elantra,ABS light on
2012,Hyundai,Elantra,Overheating in traffic
2012,Hyundai,Elantra,Oil leak near valve cover
2012,Hyundai,Elantra,Battery drains overnight
2012,Hyundai,Elantra,Brake squeal when stopping
2012,Hyundai,Elantra,TPMS light on
2012,Hyundai,Elantra,Power window won't go up
2012,Hyundai,Elantra,Rough idle when cold
2013,Hyundai,Elantra,P0420 catalytic converter efficiency
2013,Hyundai,Elantra,Won't start
2013,Hyundai,Elantra,Oil leak near valve cover
2013,Hyundai,Elantra,Overheating in traffic
2013,Hyundai,Elantra,Transmission slipping between gears
2013,Hyundai,Elantra,P0442 EVAP small leak
2013,Hyundai,Elantra,Battery drains overnight
2014,Hyundai,Elantra,Transmission slipping between gears
2014,Hyundai,Elantra,P0420 catalytic converter efficiency
2014,Hyundai,Elantra,Alternator failure
2014,Hyundai,Elantra,Wheel bearing humming noise
2014,Hyundai,Elantra,Brake squeal when stopping
2014,Hyundai,Elantra,Rough idle when cold
2014,Hyundai,Elantra,Oil leak near valve cover
2015,Hyundai,Elantra,Battery drains overnight
2015,Hyundai,Elantra,Won't start
2015,Hyundai,Elantra,AC not blowing cold
2015,Hyundai,Elantra,Power window won't go up
2015,Hyundai,Elantra,Brake squeal when stopping
2015,Hyundai,Elantra,Wheel bearing humming noise
2015,Hyundai,Elantra,P0420 catalytic converter efficiency
2016,Hyundai,Elantra,Power window won't go up
2016,Hyundai,Elantra,P0442 EVAP small leak
2016,Hyundai,Elantra,Rough idle when cold
2016,Hyundai,Elantra,Won't start
2016,Hyundai,Elantra,Brake squeal when stopping
2016,Hyundai,Elantra,P0420 catalytic converter efficiency
2016,Hyundai,Elantra,Wheel bearing humming noise
2017,Hyundai,Elantra,Oil leak near valve cover
2017,Hyundai,Elantra,Power window won't go up
2017,Hyundai,Elantra,Alternator failure
2017,Hyundai,Elantra,Transmission slipping between gears
2017,Hyundai,Elantra,Overheating in traffic
2017,Hyundai,Elantra,Won't start
2017,Hyundai,Elantra,P0420 catalytic converter efficiency
2018,Hyundai,Elantra,Steering wheel vibration at highway speed
2018,Hyundai,Elantra,Won't start
2018,Hyundai,Elantra,Rough idle when cold
2018,Hyundai,Elantra,P0420 catalytic converter efficiency
2018,Hyundai,Elantra,Overheating in traffic
2018,Hyundai,Elantra,TPMS light on
2018,Hyundai,Elantra,Alternator failure
2019,Hyundai,Elantra,Steering wheel vibration at highway speed
2019,Hyundai,Elantra,Transmission slipping between gears
2019,Hyundai,Elantra,Overheating in traffic
2019,Hyundai,Elantra,Won't start
2019,Hyundai,Elantra,Power window won't go up
2019,Hyundai,Elantra,P0442 EVAP small leak
2019,Hyundai,Elantra,AC not blowing cold
2010,Hyundai,Sonata,P0442 EVAP small leak
2010,Hyundai,Sonata,Oil leak near valve cover
2010,Hyundai,Sonata,ABS light on
2010,Hyundai,Sonata,AC not blowing cold
2010,Hyundai,Sonata,Transmission slipping between gears
2010,Hyundai,Sonata,Power window won't go up
2010,Hyundai,Sonata,Brake squeal when stopping
2011,Hyundai,Sonata,Overheating in traffic
2011,Hyundai,Sonata,Won't start
2011,Hyundai,Sonata,AC not blowing cold
2011,Hyundai,Sonata,P0442 EVAP small leak
2011,Hyundai,Sonata,Transmission slipping between gears
2011,Hyundai,Sonata,Oil leak near valve cover
2011,Hyundai,Sonata,Alternator failure
2012,Hyundai,Sonata,Transmission slipping between gears
2012,Hyundai,Sonata,P0442 EVAP small leak
2012,Hyundai,Sonata,Alternator failure
2012,Hyundai,Sonata,ABS light on
2012,Hyundai,Sonata,Steering wheel vibration at highway speed
2012,Hyundai,Sonata,Wheel bearing humming noise
2012,Hyundai,Sonata,AC not blowing cold
2013,Hyundai,Sonata,Alternator failure
2013,Hyundai,Sonata,Battery drains overnight
2013,Hyundai,Sonata,Overheating in traffic
2013,Hyundai,Sonata,Wheel bearing humming noise
2013,Hyundai,Sonata,AC not blowing cold
2013,Hyundai,Sonata,Steering wheel vibration at highway speed
2013,Hyundai,Sonata,TPMS light on
2014,Hyundai,Sonata,Wheel bearing humming noise
2014,Hyundai,Sonata,Rough idle when cold
2014,Hyundai,Sonata,P0442 EVAP small leak
2014,Hyundai,Sonata,Overheating in traffic
2014,Hyundai,Sonata,Alternator failure
2014,Hyundai,Sonata,Power window won't go up
2014,Hyundai,Sonata,Oil leak near valve cover
2015,Hyundai,Sonata,TPMS light on
2015,Hyundai,Sonata,Alternator failure
2015,Hyundai,Sonata,P0442 EVAP small leak
2015,Hyundai,Sonata,Battery drains overnight
2015,Hyundai,Sonata,Oil leak near valve cover
2015,Hyundai,Sonata,Brake squeal when stopping
2015,Hyundai,Sonata,Steering wheel vibration at highway speed
2016,Hyundai,Sonata,TPMS light on
2016,Hyundai,Sonata,Rough idle when cold
2016,Hyundai,Sonata,Alternator failure
